Project,Scenario,Dollar_year,Weather_year,Start_day,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambium24,allScenarios,2023$,2012,Sunday,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,Geography,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Energy Capacity,Energy Capacity,Energy Capacity
MidCase,ISONE,2025,129221030,324712.2,1515144.1,672292.3,131733170,124575026.9,106650560,194442.8,310900.4,0.0359,0.054,0.12,28608.72,31551,150.4,2.9,0.3,21.5,1387.9,0.12,150.6,62.9,213.4,158.6,3.1,0.32,22.6,1462.4,0.13,158.7,66.3,225,220.6,4.7,0.56,26.3,1894.6,0.14,220.9,82.8,303.7,430.4,10.3,1.33,50.8,3504.7,0.3,431,155.3,586.4,19830354.9,382.8,40,2832858.6,182988.2,15.7,19852682.2,8290190.5,28142872.7,37.27,5.84,0,43.11,39.48,6.4,0,45.88,509369.9,821131.5,1330501.4,131849640,25082618,276502.6,5986378,15028038,0,0,5695299.5,50268844,425087.2,0,6950209.5,26081950,537723.3,1212285.2,5210545,7393313,6783461,246.2,979.2,486,0,4366.9,13615.9,2132.7,0,1959.1,3265.4,5115.3,1830.4,3030,1695.4,2351.4,984.7,14643.2,0
MidCase,ISONE,2030,141726900,511768.1,2211669.2,611962.7,145062290,136630937.2,89257600,980040.4,1380707.9,0.0359,0.054,0.12,28609.08,34348.6,89.9,1.7,0.18,13.8,670.2,0.09,90,33.8,123.7,95.3,1.9,0.2,14.6,710.3,0.09,95.5,35.8,131.3,173,3.9,0.5,20.8,1145,0.13,173.3,55,228.3,373.8,8.7,1.1,44.3,2519.1,0.25,374.4,119.4,493.7,13070038.1,253.8,26.8,2006091.8,97492.6,12.5,13084919.9,4914785.2,17999705.2,23.32,5.47,0,28.79,24.83,6,0,30.83,2254400.5,1037572.2,3291972.5,145462960,55804696,433154.6,5308728,15622685,0,0,7855220,32800412,477675.4,0,6727494.5,26081950,441722.6,1764438.4,6938593.5,11278219,29732662,384.7,887.2,0,0,5923,12274.6,1804.7,0,1963.8,3265.4,1602.3,1801,3984.7,7502,3491.5,1539,14408,0
MidCase,ISONE,2035,158268560,2024523.8,2364743.8,604228.7,163262050,152577530.4,90397350,1877898.2,4243447,0.0359,0.054,0.12,118713.18,38390.1,84.2,1.7,0.18,12.2,622.5,0.08,84.3,30.8,115.1,76,1.5,0.16,11.1,558.3,0.07,76,27.8,103.8,87.3,1.7,0.19,10.4,638.8,0.04,87.5,29.4,116.9,394.6,8.6,1.08,47.4,2672.9,0.27,395.1,127.1,522.3,13948058.8,273.9,29.5,2022358.8,103098.5,12.8,13964264.8,5098183.5,19062448.3,27,22.3,1.18,50.52,28.94,24.65,1.26,54.87,886392.1,221112.6,1107504.8,165627600,72864696,1713724.6,3461395.5,16737395,0,0,9662748,34251600,620442.2,0,7363137,26081950,643528.2,1889726.8,7528385,18938852,36734710,2129.9,636.4,0,0,7004,12178.5,1804.7,0,1978.8,3265.4,1457.3,1801,3984.7,9186,5086.4,8519.6,14408,0
MidCase,ISONE,2040,176392830,2038423.4,2252109.2,692044.6,181375410,170049926.7,84164744,5122017,18232806,0.0359,0.054,0.12,127709.19,42712.1,84.5,1.7,0.18,11.8,624.9,0.07,84.6,30.4,115,46.5,0.9,0.1,6.5,341.4,0.04,46.6,16.7,63.3,50.1,1,0.1,5.9,371,0.02,50.2,17,67.1,337.4,6.9,0.8,40.2,2398.6,0.19,337.8,111.8,449.6,16424841.2,321.5,34.4,2294888.6,121526.9,13.8,16443811.1,5920169.4,22363980.5,27.03,23.82,14.75,66.1,28.98,26.27,15.78,71.52,4998015.5,327159.9,5325175,194486190,97210664,1725539.8,2924431.8,16622646,0,0,9883335,36276264,3921473.2,0,7215574.5,26081950,701439.9,1806208.2,8170125,33527546,45629660,1975.8,563.5,0,0,7160,13509,10730.8,0,1985.8,3265.4,1457.3,1801,4391.2,12030,9573.8,7903,14408,0
MidCase,ISONE,2045,193680260,2156890.2,2441258.8,782131.6,199060530,186715710.2,83039090,7846131,21242800,0.0359,0.054,0.12,127396.26,47032.9,75,1.4,0.15,10.5,563.4,0.06,75.1,27.3,102.4,30.5,0.6,0.06,4.4,229.2,0.03,30.5,11.2,41.7,37.3,0.7,0.07,4.4,278.5,0.02,37.4,12.7,50.1,334,6.7,0.74,39.7,2420.1,0.18,334.4,111.9,446.3,15934447.9,305.1,31.4,2232259.3,119693.1,13,15952112.3,5802668.2,21754780.5,26.15,23.65,17.22,67.46,28.02,26.04,18.41,72.91,7065902.5,451346.6,7517249,212457200,116021460,1824790.6,2924431.8,16132912,0,0,10660691,35439492,4488118.5,0,7300878.5,26081950,289157.2,1954022.4,9228344,44605904,51526508,1975.8,563.5,0,0,7693.9,14052.5,12983.8,0,1985.8,3265.4,1420.9,1801,4987.4,13439.3,13118.4,7903,14408,0
MidCase,ISONE,2050,208983650,657512,2690132.5,879236.8,213210530,201468900.9,76323540,10367633,26989780,0.0359,0.054,0.12,120734.69,51041.3,64.3,1.2,0.13,9.1,484,0.05,64.4,23.6,87.9,15.4,0.3,0.03,2.4,116.3,0.02,15.4,5.8,21.2,23.5,0.4,0.05,2.8,176.5,0.01,23.6,8,31.6,327.9,6.3,0.67,38.8,2431.5,0.16,328.3,111.3,439.6,14776661,282.2,28.9,2094780,111238.1,12.4,14792962,5413066.9,20206028.9,24.04,22.5,22.99,69.93,25.71,24.57,24.47,75.15,9417860,1789237,11207097,229832670,136886990,554599.2,2924431.8,16539392,0,0,10814105,32445356,4712205,0,7309517.5,26081950,230861.5,2147368.8,14830043,50361908,60880940,474.3,563.5,0,0,7818.2,12711.2,15059.5,0,1985.8,3265.4,802.3,1801,8675.3,15842.6,14900.1,1897.4,14408,0
MidCase,MISO_Central,2025,317955460,37075.8,1963964.8,1963262,321919740,306524478.9,251505970,24178874,6475102.5,0.0359,0.054,0.12,110577.84,70641.3,502.7,51.8,7.5,22.6,1520.3,0.28,506.3,68,574.3,488.8,50.1,7.24,22.8,1502.9,0.28,492.3,67.6,559.9,228,11.5,1.63,21.4,1422.9,0.16,228.8,63.8,292.6,780.5,69.2,9.97,43.7,3072.6,0.42,785.3,135.4,920.7,152933460.4,15760.7,2280.6,6886676.8,462490,85.7,154025723.7,20692269.4,174717993.1,35.76,22.2,0.27,58.23,37.9,24.13,0.29,62.32,1778.5,10.7,1789.2,304215970,70413784,31645.2,2190484.5,3057815.5,133707560,0,511664,45211348,1773998.4,0,1715114.6,42109404,2412240.2,1592594.4,15353757,54548364,0,29.1,375,30561.8,0,351.9,11721.7,11720.2,0,489.6,5272,3817.1,2614.8,7262.7,0,16744.1,116.4,20918.4,0
MidCase,MISO_Central,2030,339330270,1714939.4,2292122,2531565.5,345868900,327129702.1,177683120,34437636,22170946,0.0359,0.054,0.12,110568.88,73782.1,205.8,15.9,2.28,15.1,838.9,0.14,206.9,40.1,247.1,204.8,15.6,2.23,15.6,850.6,0.15,205.9,41,246.9,265.2,15.8,2.21,21.9,1340.4,0.14,266.3,61.9,328.2,558.1,38.2,5.42,42,2524.1,0.32,560.7,117.3,678,68670263.9,5307.5,759.1,5035965.5,279849.4,47.3,69035667.7,13388394,82424061.7,27.5,20.22,0.64,48.35,29.23,22.05,0.67,51.96,380756.9,131757.4,512514.3,333602200,168185760,1464991.5,2190484.5,5128009.5,41529268,0,720087,62260052,2001076.2,0,1772308.4,42109404,5107426,1853423.2,45313036,122152640,0,1166.2,375,20616.6,0,490.9,14654.1,11466.2,0,510.6,5272,4416.2,2614.8,20959.5,0,33563.5,4665,20918.4,0
MidCase,MISO_Central,2035,371663940,7606107,3561316.5,3541820,386373200,358299814,61915816,29600378,91725736,0.0359,0.054,0.12,119488.09,81310.8,57.8,1.2,0.15,7.9,401.7,0.06,57.9,19.9,77.7,61.5,1.3,0.15,8.5,433,0.06,61.6,21.4,83,97.8,2.2,0.28,11.8,652.6,0.07,97.9,31.2,129.1,316.9,6.6,0.78,37.9,2222,0.19,317.3,104.1,421.4,25918156.9,551.3,67,3534268.2,180145.3,25.2,25952878.8,8909477.8,34862356.6,24.46,21.42,0,45.88,26.3,23.72,0,50.02,9228598,3145631,12374229,448498600,324457380,6495000.5,1819986.8,4939595,0,0,989556.6,55567030,4445855.5,0,1708849,42109404,4074852.8,2880590.2,85530770,237937060,0,5014,324.7,0,0,678.2,18197.4,12501.4,0,510.6,5272,4285.9,2614.8,40566.5,0,68682.7,20055.9,20918.4,0
MidCase,MISO_Central,2040,402937660,13426019,3559123.5,3919950.8,423842750,388448450.8,51219410,37404296,114761550,0.0359,0.054,0.12,116516.11,89385.4,50.9,1.1,0.12,6.9,361.2,0.05,51,17.7,68.7,26.6,0.5,0.05,3.8,199.6,0.03,26.7,9.8,36.5,71.1,1.4,0.16,8.5,515.5,0.04,71.2,23.8,95,301.9,6.2,0.72,36,2143.1,0.17,302.3,99.9,402.2,25535614.8,529.4,62.1,3458301.7,181048.2,23.7,25568335.3,8860008.6,34428343.9,24.92,21.15,0,46.07,26.89,23.68,0,50.58,12334942,4630450.5,16965392,501200030,372623360,11462444,1282286.4,4157548.8,0,0,1181320.4,58128090,3669520.5,0,1717244.2,42109404,3173827,2876303.8,112340880,259101150,0,9156,251.7,0,0,810.1,19978.4,13843.2,0,510.6,5272,4235.6,2614.8,53145,0,74303.6,36624.2,20918.4,0
MidCase,MISO_Central,2045,432635600,12052277,3798461.5,5000751.5,453487100,417078376.8,4590652,46879892,164130030,0.0359,0.054,0.12,111498.46,96074.8,42.4,0.9,0.11,5.8,297.5,0.04,42.4,14.7,57.1,24.4,0.5,0.05,3.5,183.8,0.02,24.4,9,33.4,58.7,1.2,0.13,7,427.7,0.03,58.7,19.7,78.5,281.2,5.8,0.66,33.5,2003.7,0.16,281.6,93.3,374.9,24181143,507.9,60.7,3300920.4,169785.1,23.5,24212840,8366918.1,32579758.1,22.99,20.51,0,43.5,24.78,22.88,0,47.66,26526584,10619886,37146468,570737200,448896450,10293650,1282286.4,3209946.8,0,0,1715501.2,50859956,5964145.5,0,1670825.4,42109404,3380420,3070161.2,130883690,316297250,0,8066.2,251.7,0,0,1179.2,16655.3,16187,0,510.6,5272,4085,2614.8,63647.8,0,93291.4,32264.7,20918.4,0
MidCase,MISO_Central,2050,457002400,14775213,3928528.8,5461806.5,481167940,440569193.6,-17056656,51058244,195264540,0.0359,0.054,0.12,106794.89,101147.8,39.9,0.8,0.09,5.4,285,0.04,39.9,13.9,53.8,23.6,0.4,0.05,3.3,178.9,0.02,23.6,8.7,32.3,53.8,1,0.11,6.4,398.6,0.03,53.9,18.3,72.1,275,5.5,0.61,32.7,1997.2,0.14,275.4,92.2,367.6,24926601.3,511.2,59,3381907.3,178220.8,22.9,24957929.5,8699130.4,33657059.9,21.15,19.55,0,40.7,22.85,21.91,0,44.76,31301200,16392442,47693640,625374200,498224580,12616926,1282286.4,2787315.2,0,0,2794504.2,55157120,5623608,0,1652170.4,42109404,2750206.8,3170600.8,153179790,342250270,0,9669.4,251.7,0,0,1905.4,18060.9,16723.3,0,510.6,5272,2999.4,2614.8,75906.8,0,100883.1,38677.8,20918.4,0
MidCase,MISO_North,2025,230686300,84347.2,0,1839775.8,232610430,222391650,146283570,18887404,4483395.5,0.0359,0.054,0.12,110753.69,48470.1,328,31.7,4.57,17.1,1147.1,0.19,330.2,51.3,381.5,338.5,32.9,4.75,17.4,1168.8,0.19,340.8,52.3,393.1,332.1,25,3.57,22.8,1605.8,0.19,333.8,70.7,404.6,777.4,72.1,10.38,40.4,2881.3,0.41,782.4,126.4,908.8,71582212.2,6914.2,996.4,3722318.2,250305,40.9,72060269,11192562.8,83252831.8,35.94,21.77,0.01,57.72,38.09,23.5,0.01,61.6,10355.2,337.3,10692.5,218206430,86326860,71930.8,2158853,8211485.5,59664716,0,1366677.4,30608538,2631701.2,0,4494981.5,22761602,1275750.9,0,7892754.5,77067430,0,69.3,351.7,11629.9,0,964.6,7633.3,7105.3,0,925.4,2849.7,2482.6,0,3911.3,0,21758.4,277,0,0
MidCase,MISO_North,2030,256627100,2840648,0,2493624.8,261961380,247399334.4,109215384,15356330,14075181,0.0359,0.054,0.12,110774.76,51943.2,156.6,13.1,1.87,10.3,607,0.1,157.5,28.5,186,165.1,13.8,1.97,11,640,0.1,166.1,30.1,196.1,224,11.5,1.57,20,1254,0.11,224.7,57.4,282.2,556.1,45,6.44,35,2186.2,0.3,559.2,100.2,659.5,40823815.8,3418.9,487.7,2696455.6,158229.1,25.2,41058830.5,7418557.6,48477388.1,24.28,20.43,0.01,44.72,25.88,22.14,0.01,48.04,8259645,453814.2,8713459,260680240,152746000,2426602.2,1436489.4,13947470,28498420,0,1881938.4,31486582,1847482.8,0,4625169.5,22761602,904423.4,0,25596254,125267800,0,2109.9,240,10756.9,0,1339.7,8922.4,6336.1,0,953.4,2849.7,1519.4,0,12785.4,0,33582.2,8439.6,0,0
MidCase,MISO_North,2035,290110820,2734437.5,0,2624598.2,295469860,279677526.5,106445520,25917778,13104890,0.036,0.054,0.12,115452.89,58663.2,68,1.3,0.14,9,504.8,0.05,68.1,24,92.1,67,1.3,0.14,8.9,497.4,0.05,67.1,23.7,90.8,106,2.1,0.23,12.6,773.4,0.05,106.1,35.6,141.8,272,5.5,0.62,32.4,1953.9,0.15,272.3,90.6,363,19218300.6,373.2,39.4,2533101.8,142689.7,14,19240181.7,6789086.6,26029268.3,22.49,22.5,0.42,45.42,23.96,24.31,0.44,48.73,15858264,1086482,16944746,282656960,189024340,2337018,1436489.4,12732902,0,0,2398667.5,44149030,4905453,0,4553922,22761602,756209.9,0,35060356,151565310,0,2109.7,240,0,0,1712,14988.5,13837,0,953.4,2849.7,1445,0,17347.4,0,42003.1,8438.7,0,0
MidCase,MISO_North,2040,315758500,3181960.2,0,2858695.8,321799140,304403296,99245210,28672732,19166144,0.036,0.054,0.12,117150.31,63059.5,57.2,1.1,0.12,7.6,425.2,0.04,57.2,20.3,77.5,44.7,0.9,0.09,5.7,331.5,0.03,44.8,15.6,60.4,97.6,1.9,0.2,11.6,718,0.05,97.7,33,130.7,252.2,5,0.54,30,1842.5,0.13,252.5,84.9,337.4,17848830.1,345.8,36.4,2370270.8,132774.5,13.3,17869062.8,6330582.8,24199645.5,22.27,23.1,0,45.38,23.74,24.96,0,48.7,23415682,1382593.2,24798276,312292540,222553940,2719255,1436489.4,12368035,0,0,3146315,39947550,5363340.5,0,4490730.5,22761602,651615.2,0,36571936,182835680,0,2492.2,240,0,0,2248.6,14988.5,17679.8,0,953.4,2849.7,1422.8,0,18140.5,0,51162.7,9968.7,0,0
MidCase,MISO_North,2045,339224830,974204.8,0,3053037.8,343252060,327025585.7,112765780,38193970,18127580,0.036,0.054,0.12,111334.05,68416.7,63.2,1.2,0.12,8.3,476.4,0.04,63.3,22.5,85.7,44.9,0.9,0.09,5.8,338.5,0.03,44.9,15.8,60.8,88.4,1.7,0.17,10.5,662.6,0.04,88.5,30.2,118.7,246.9,4.8,0.5,29.3,1827.7,0.12,247.2,83.8,330.9,20419584,387.4,39.2,2669424.6,153973.6,13.8,20441833.2,7261616.7,27703449.9,21.96,22.55,0.41,44.93,23.32,24.19,0.43,47.94,20315698,2069367.2,22385064,323185660,230486300,831483.5,1436489.4,12187371,0,0,4147641.5,40190690,10629052,0,4504928,22761602,157775.7,0,44510676,181827970,0,747.4,240,0,0,2968.3,14829,30383.6,0,953.4,2849.7,881.9,0,22051.5,0,49688.5,2989.5,0,0
MidCase,MISO_North,2050,358360260,1017929.7,0,3133495,362511680,345472969.8,114801176,41937924,20206980,0.036,0.054,0.12,108640.63,72478.1,65.9,1.2,0.13,8.4,497,0.04,66,23.2,89.2,45.9,0.9,0.09,5.7,346.3,0.03,46,16.1,62.1,86.1,1.6,0.17,10.2,645.3,0.04,86.2,29.4,115.6,249.7,4.8,0.5,29.6,1860.3,0.12,249.9,85,335,22463873.9,425.6,43,2859031.8,169367.7,13.7,22488290.2,7909932.4,30398222.7,20.87,22.36,0.3,43.53,22.15,23.99,0.31,46.45,20408696,2810736,23219432,340780740,247710510,869621.1,1193419.2,12062045,0,0,5379517,44803388,11468570,0,4514838.5,18021100,137253.9,0,52926190,189404800,0,747.4,207,0,0,3859.7,16141.7,34516.3,0,953.4,2256.2,642.1,0,26153.6,0,51209.5,2989.5,0,0
MidCase,MISO_South,2025,216510820,236911.6,14614.8,891378.2,217653730,208727603.9,199969680,7952297.5,663550.2,0.0359,0.0539,0.12,110273.69,47820.5,356.7,19.9,2.78,33.1,2202.1,0.25,358.1,98.8,456.9,361.6,20.2,2.83,33.5,2226.5,0.26,363,99.9,462.9,420.9,13.3,1.78,46.7,3218.8,0.28,421.8,142.7,564.5,637,39.3,5.79,54.9,3155.4,0.53,639.7,149.1,788.8,75040021.9,4178.2,584.5,6965772.7,463251.2,53.2,75324098.7,20785170.8,96109269.5,39.24,22.86,0,62.1,41.53,24.7,0,66.24,0,0,0,210365000,17684054,200721.6,1198375.8,0,28371190,0,693538.9,108510540,670188.2,0,3647090.5,42746000,7325145,11690.4,9318553,7671961,0,213.9,165.8,6686.9,0,454.7,19218.3,3385.5,0,1245.2,5351.7,9226.3,30,4149.8,0,2999.2,855.7,240,0
MidCase,MISO_South,2030,230936060,363907,54580.9,1064334.2,232418900,222634121,163636350,15483662,3885112.8,0.0359,0.054,0.12,110259.06,50236.1,188.6,5.1,0.62,23.1,1298.1,0.14,189,61.9,250.8,188.1,5.1,0.63,23,1289.5,0.14,188.4,61.4,249.9,277.8,8.8,1.11,30,1839,0.15,278.3,84.9,363.2,446.5,19.3,2.67,44.5,2541.8,0.29,447.8,120.3,568.1,41656968,1117.4,136.5,5109864.2,286639.1,31.1,41727518.5,13660194.3,55387712.9,28.36,21.35,0,49.71,30.04,23.03,0,53.08,74677.3,133674,208351.4,220820320,68782536,309845.2,1116615.9,0,3279896.2,0,1293057.1,97454380,403849.4,0,3674063.5,42746000,3009302.5,43853.8,54928264,12561217,0,213.9,154.7,4544.5,0,847.7,24161.3,3320.7,0,1257.2,5351.7,7050.8,30,24513.3,0,4180.2,855.7,240,0
MidCase,MISO_South,2035,257431760,5713755,72882.1,2203451.8,265421860,248177131.8,159709360,55103224,15056824,0.0359,0.054,0.12,94125.49,54147.9,112.7,2.2,0.23,15.2,834.5,0.09,112.9,40.1,153,103.1,2,0.22,13.9,763.3,0.09,103.2,36.7,139.9,122.9,2.7,0.33,14.7,834.5,0.08,123,39.6,162.7,294.8,6,0.68,35.1,2110.9,0.16,295.2,98.1,393.3,25405985.4,496.3,53,3425779.8,188081.7,21.2,25435232.4,9036392.3,34471624.7,27.8,17.45,0,45.25,29.74,19.19,0,48.93,89727.3,2894271,2983998.2,225375440,105712490,4865317.5,1116615.9,0,0,0,1838129.8,65811252,343888.6,0,3674063.5,42746000,1047246.7,58575.4,84573890,19300476,0,3442.3,154.7,0,0,1211.4,24161.3,3320.7,0,1257.2,5351.7,4156.2,30,38803.3,0,6333.4,13769.2,240,0
MidCase,MISO_South,2040,281819840,11647937,74217.1,2357588,295899600,271688370.9,153983000,55717940,18505100,0.0359,0.054,0.12,100940,59492,86.1,1.7,0.18,11.8,641.4,0.07,86.2,30.9,117.2,82.3,1.6,0.17,11.3,612.9,0.07,82.4,29.5,111.9,94.3,1.9,0.2,11.2,689.5,0.05,94.4,31.7,126.1,286.1,5.7,0.62,34,2082.9,0.15,286.5,96.1,382.6,22277994.2,431.9,45.5,3052636.9,165920.2,19.3,22303273.8,8002338.6,30305612.4,27.18,18.36,0,45.54,29.36,20.58,0,49.94,238847.2,5715196.5,5954043.5,258686750,141916560,9919842,1116615.9,0,0,0,2019957.8,58285364,245143.2,0,3674063.5,42746000,723428.5,59719.1,100175330,39721268,0,7104.2,154.7,0,0,1339.8,24161.3,3322.2,0,1257.2,5351.7,4156.2,30,46560,0,13100.9,28416.6,240,0
MidCase,MISO_South,2045,301643940,23578640,71793.5,2730488.5,328024860,290800018.4,165848930,67799910,19998350,0.0359,0.054,0.12,107828.12,64276.2,67.2,1.3,0.13,9.4,503.9,0.06,67.3,24.5,91.7,64.8,1.2,0.13,9.1,485.7,0.06,64.9,23.6,88.4,125.9,2.4,0.26,14.9,933.4,0.06,126.1,42.8,168.8,259.9,5.1,0.55,30.8,1902.6,0.13,260.2,87.6,347.7,18833352.7,362.1,37.6,2642525,141195.6,17.4,18854396.5,6854912.7,25709309.2,24.14,19.32,0,43.46,26.57,22.44,0,49.01,372901.7,7089353,7462254.5,280223300,162175920,20094362,1116615.9,0,0,0,2354929.5,49726350,195508.9,0,3674063.5,42746000,436679.7,57794.8,115652480,44168510,0,14668.6,154.7,0,0,1569.8,24161.3,3323.4,0,1257.2,5351.7,3113.4,30,53469.5,0,14482.6,58674.4,240,0
MidCase,MISO_South,2050,317827680,26594608,74285.5,3090165,347586750,306402301.7,171333840,77709320,24732968,0.0359,0.054,0.12,106760.01,69329.2,59.9,1.1,0.11,8.5,453.3,0.06,59.9,22,82,57.2,1.1,0.11,8.1,433,0.05,57.3,21,78.3,131,2.5,0.25,15.5,983.1,0.06,131.2,44.8,176,241.7,4.6,0.48,28.6,1806.6,0.11,242,82.5,324.5,17642157.7,334.5,33.8,2498408,133557.6,16.5,17661356.7,6482922.9,24144279.6,21.43,19.41,0,40.84,23.73,22.7,0,46.42,268272.6,9294704,9562977,294610400,176252900,22653154,1116615.9,0,0,0,2880665.8,47850870,128123.5,0,3674063.5,42746000,128903.3,59763.6,124500670,48871564,0,16645.1,154.7,0,0,1915.3,26980.8,3257.4,0,1257.2,5351.7,1093.5,30,57948,0,15904.1,66580.5,240,0
MidCase,NYISO,2025,158741890,1224942.4,601847.5,251896.9,160820580,153034826.7,131054380,3339205,538929.8,0.0359,0.054,0.12,22144.47,36512,175.2,4.4,0.65,23.5,1260.8,0.21,175.5,61.1,236.6,186.8,4.9,0.72,24.7,1338.6,0.21,187.1,64.7,251.8,231.7,7.3,1.22,28.5,1283,0.31,232.3,66.8,299.1,609.3,25.1,3.89,67.1,3383.4,0.67,611.1,168.1,779.3,27679211.4,695.1,102.3,3707095.8,199235.1,32.4,27727860.6,9653150.7,37381011.4,42.54,4.36,11.06,57.96,45.07,4.75,11.69,61.51,0,0,0,158020300,29766198,1046223,1989598.8,10789661,0,0,3560240.8,49446290,800212.9,0,26503520,26688192,10514366,476045,7497981,18282764,425212.4,1750,389.6,0,0,2561.9,9588.7,2662.1,0,4553.7,3341.3,12192.8,1426.8,4151.2,132,5486.9,7000,11414.4,0
MidCase,NYISO,2030,170300000,3069179.8,1390327.6,211844.4,174971360,164176570.1,106468160,1627463.1,4624844.5,0.0359,0.054,0.12,22146.6,38288.7,90,2.2,0.31,12.8,553.5,0.11,90.1,29.3,119.4,96.9,2.4,0.34,13.7,597.2,0.12,97.1,31.6,128.6,157,4.9,0.85,19.8,689.7,0.23,157.4,40.4,197.8,508.3,15.5,2.4,60.7,2710.4,0.55,509.4,141.6,651.1,16016598.3,390,55.7,2273385.5,98507.7,20.1,16043427.3,5214410,21257837.3,27.28,3.9,13.51,44.82,29.09,4.29,14.33,47.84,213137,21117.1,234254.1,177968740,68503190,2612276,1989598.8,13370289,0,0,4105078.5,30838090,220207.1,0,27691004,26688192,4948010.5,1107873.1,21070394,29300196,14027528,3000,389.6,0,0,2959.8,9099.4,533.3,0,4745.1,3341.3,7437.5,1426.8,11597.5,3801,7923.5,12000,11414.4,0
MidCase,NYISO,2035,186261310,4738877.5,1364443.8,402653.6,192767280,179563188,107377390,5736789.5,8263901,0.0359,0.054,0.12,115033.66,41052.1,85.8,2.2,0.34,12.1,492.5,0.12,85.9,26.8,112.7,92.1,2.4,0.36,13,534.4,0.12,92.3,28.9,121.2,144,4.1,0.66,17.9,733.1,0.18,144.3,39.8,184.1,440.9,11.4,1.73,54.1,2516.2,0.45,441.7,129.2,571,16751004.3,434,65.8,2361374.5,96174.2,22.9,16781895.6,5233619.8,22015515.4,27.23,20.18,0,47.41,29.16,22.32,0,51.49,2728603.8,120898.6,2849502.5,195294400,85389896,4038136.5,1584482.1,13112242,0,0,4308429,29212166,59979.8,0,27528934,26688192,6585953,1094416.5,21199458,29382108,30499898,4593.1,334.6,0,0,3139.9,9099.4,533.3,0,4750.8,3341.3,6959.8,1426.8,11597.5,9000,7923.5,18372.2,11414.4,0
MidCase,NYISO,2040,203176670,11527334,1282736.5,843681.3,216830420,195869801.4,84687980,29778660,23717286,0.036,0.054,0.12,251805.14,45117.1,0,0,0,1.4,3.1,0.03,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.5,7.1,0.82,41.1,2446.7,0.2,345,114.1,459,0,0,0,304851.4,643.9,5.6,0,325572.8,325572.8,29.53,44.27,10.97,84.82,31.88,50.39,11.71,94.03,1748196.4,1452667.6,3200864,210769040,132142440,9837644,1584482.1,12235850,0,0,5142836.5,0,0,0,27245340,26688192,0,1035104.3,39445690,55335170,32218740,11645.9,334.6,0,0,3720.3,0,0,0,4763.2,3341.3,0,1426.8,22316.6,9000,15772,46583.5,11414.4,0
MidCase,NYISO,2045,221359070,13160853,1410032.9,1051761.2,236981730,213398366.3,81889400,36067972,33354172,0.0359,0.054,0.12,251458.91,49691.5,0,0,0,1.3,2.7,0.02,0,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.3,6.8,0.76,40.3,2439.7,0.18,338.8,113,451.8,0,0,0,304851.4,643.9,5.6,0,325572.8,325572.8,27.17,44.4,12.09,83.72,29.39,50.66,12.92,93.03,2559777.8,1893106.8,4452884.5,234267940,155092340,11220067,1584482.1,11424325,0,0,6489387,0,0,0,27124284,26688192,0,1134246,44278130,68687450,35637370,12964.4,334.6,0,0,4705,0,0,0,4769.5,3341.3,0,1426.8,24980,9882.6,19962.7,51857.4,11414.4,0
